epoch,accuracy,loss,use_positional_encoding,val_accuracy,val_loss
0,0.98554105,0.049935092433194196,0.8363367,1.2273160369291793
1,0.99043846,0.027931498461109865,0.8384124,1.5739064279698978
0,0.50571364,19.08763418918823,0.515625,4.8619728453838045
1,0.49673507,3.002709115486629,0.484375,0.7131530890499589
2,0.50104946,2.8200752556799946,0.515625,5.788884249916912
3,0.5240205,2.022901762926058,0.6711907,0.7592687719929827
4,0.74615204,0.7219658353173044,0.75736773,0.9350026756742574
5,0.8724347,0.3781208555062532,0.83813864,0.6415141391275573
6,0.92758864,0.22554266004844584,0.8052692,1.117150587322068
7,0.9511427,0.2083184000466871,0.8388458,0.8248291679651197
8,0.97178173,0.09395624242395778,0.8273038,1.282854198539344
9,0.9714319,0.13650229586526302,0.8211679,1.416229572391858
10,0.97994405,0.08541570053039954,0.8253878,1.8567553449721232
11,0.98600745,0.04855249817647716,0.8364279,1.4216866678130018
12,0.9794776,0.09497479293768547,0.7608349,2.6965426280550715
